id,name,surname,researchfield,university,age
11403,Margaret,Hughes-Phillips,Logistics & Transportation,University of Pennsylvania,38
11404,Henry J. R.,Hughes-Evans,Environmental Services,ETH Zurich,37
11405,Olivia N. E.,Hughes-Turner,Software,Northwestern University,52
11406,Giannis G. G.,Hughes-Diaz,Business Products & Services,PSL University,38
11407,Hannah H. G.,Hughes-Parker,Health,Autonomous University of Barcelona,34
11408,Donna,Hughes-Cruz,Health,London School of Economics and Political Science,36
11409,Donna,Hughes-Edwards,Health,National and Kapodistrian University of Athens,24
11410,Susan Z. N.,Hughes-Collins,Manufacturing,Imperial College London,49
11411,Giannis P. M.,Hughes-Reyes,Logistics & Transportation,EPFL (École Polytechnique Fédérale de Lausanne),24
11412,Linda A. S.,Hughes-Stewart,Consumer Products & Services,University of Helsinki,31
11413,Ronald V. X.,Hughes-Morris,Consumer Products & Services,University of Bologna,38
11414,Jennifer,Hughes-Morales,Energy,Complutense University of Madrid,38
11415,Kimberly L. L.,Hughes-Murphy,Government Services,Charles University,45
11416,Donald,Hughes-Cook,Security,University of Warwick,30
11417,Barbara,Hughes-Rogers,Real Estate,University of British Columbia,44
11418,Andreas Y. G.,Hughes-Gutierrez,Health,KTH Royal Institute of Technology,51
11419,Emily J. E.,Hughes-Ortiz,IT Management,KU Leuven,39
11420,Patricia,Hughes-Morgan,Software,University of Oslo,31
11421,Lucas P. G.,Hughes-Cooper,Travel & Hospitality,University of Lisbon,46
11422,Karen,Hughes-Peterson,Government Services,University of Warwick,50
11423,Evelyn R. E.,Hughes-Bailey,Government Services,University of Barcelona,31
11424,Donna,Hughes-Reed,Construction,Carnegie Mellon University,48
11425,Charlotte X. H.,Hughes-Kelly,Manufacturing,RWTH Aachen University,37
11426,Susan I. I.,Hughes-Howard,Retail,Columbia University,48
11427,Elena V. I.,Hughes-Ramos,Real Estate,Aarhus University,36
11428,Ryan C. J.,Hughes-Kim,Engineering,Columbia University,26
11429,Olivia T. E.,Hughes-Cox,Real Estate,Université Paris-Saclay,33
11430,Kevin L. U.,Hughes-Ward,Business Products & Services,KTH Royal Institute of Technology,54
11431,Theo E. W.,Hughes-Richardson,Education,University of Bologna,29
11432,George V. W.,Hughes-Watson,Manufacturing,Duke University,44
11433,Oskar E. E.,Hughes-Brooks,Retail,University of Glasgow,33
11434,William,Hughes-Chavez,Government Services,Delft University of Technology,43
11435,Elena Q. F.,Hughes-Wood,Human Resources,Stanford University,39
11436,Jennifer,Hughes-James,IT Management,University of Vienna,27
11437,Anna K. S.,Hughes-Bennett,Advertising & Marketing,Sorbonne University,50
11438,Donald,Hughes-Gray,Real Estate,McGill University,47
11439,Mary,Hughes-Mendoza,Consumer Products & Services,University of Oslo,40
11440,Michael Y. E.,Hughes-Ruiz,Business Products & Services,RWTH Aachen University,52
11441,Mary E. Q.,Hughes-Price,Construction,University of British Columbia,47
11442,Sandra,Hughes-Rossi,Food & Beverage,University of British Columbia,41
11443,Karen,Hughes-Russo,Business Products & Services,University of Oxford,28
11444,David,Hughes-Ferrari,Construction,National and Kapodistrian University of Athens,28
11445,Elizabeth,Hughes-Bianchi,Food & Beverage,University of Michigan,34
11446,John,Hughes-Romano,Financial Services,Sorbonne University,48
11447,Barbara,Hughes-Esposito,IT Management,UCL (University College London),33
11448,Mason G. V.,Hughes-Greco,Construction,Northwestern University,36
11449,Theo A. U.,Hughes-Conti,Advertising & Marketing,Charles University,29
11450,Jacob H. N.,Hughes-DeLuca,Business Products & Services,Uppsala University,41
11451,Noah D. J.,Hughes-Costa,Human Resources,Carnegie Mellon University,25
11452,Nikolai X. M.,Hughes-Silva,Health,McGill University,34
11453,Leon Q. C.,Hughes-Santos,Advertising & Marketing,Cornell University,40
11454,Mark O. E.,Hughes-Ferreira,Logistics & Transportation,KU Leuven,42
11455,Nikolai Y. U.,Hughes-Pereira,Education,"University of California, San Diego",46
11456,Jessica,Hughes-Oliveira,Software,University of Geneva,31
11457,Jennifer,Hughes-Muller,Government Services,National and Kapodistrian University of Athens,49
11458,Donna A. I.,Hughes-Schmidt,Security,University of Bologna,30
11459,Betty M. E.,Hughes-Schneider,Health,Sapienza University of Rome,38
11460,Victoria J. Z.,Hughes-Fischer,Energy,Columbia University,46
11461,Paul,Hughes-Weber,Business Products & Services,London School of Economics and Political Science,31
11462,Kevin G. X.,Hughes-Dubois,Insurance,Sapienza University of Rome,34
11463,Elizabeth,Hughes-Moreau,Software,University of Patras,44
11464,Thomas,Hughes-Lefevre,IT Management,Duke University,25
11465,Lisa,Hughes-Laurent,Health,KU Leuven,26
11466,Richard,Hughes-Leroy,Software,EPFL (École Polytechnique Fédérale de Lausanne),29
11467,Christopher Q. H.,Hughes-Bernard,Government Services,Sorbonne University,40
11468,Abigail E. L.,Hughes-Petit,Government Services,University of Michigan,33
11469,Mateo E. S.,Hughes-Durand,Advertising & Marketing,Heidelberg University,42
11470,Joseph R. G.,Hughes-Nowak,Business Products & Services,UCL (University College London),36
11471,Victoria L. M.,Hughes-Kowalski,IT Management,University of Patras,54
11472,Aria B. Y.,Hughes-Novak,Software,Uppsala University,25
11473,Patricia,Hughes-Horvat,Business Products & Services,Trinity College Dublin,34
11474,Daniel,Hughes-Popescu,Business Products & Services,The University of Texas at Austin,49
11475,Grace K. M.,Hughes-Ionescu,Business Products & Services,Politecnico di Milano,52
11476,Robert,Hughes-Papadopoulos,Advertising & Marketing,LMU Munich,29
11477,Olivia W. Q.,Hughes-Georgiou,Business Products & Services,Delft University of Technology,24
11478,Michael,Hughes-Nikolaou,IT System Development,Imperial College London,37
11479,Noemi U. W.,Hughes-Kostas,Health,University of British Columbia,24
11480,Anna M. O.,Hughes-Andriou,Food & Beverage,University of Bristol,50
11481,Susan,Hughes-Vasileiou,Retail,Sapienza University of Rome,28
11482,Andrew,Price-Smith,Real Estate,Carnegie Mellon University,48
11483,Donald W. U.,Price-Johnson,Software,University of Oxford,39
11484,Joseph L. R.,Price-Williams,Telecommunications,KU Leuven,43
11485,Barbara I. X.,Price-Brown,Business Products & Services,University of Lisbon,28
11486,Jacob X. S.,Price-Jones,Real Estate,University of Bologna,53
11487,Sandra,Price-Garcia,Health,KTH Royal Institute of Technology,33
11488,Mary,Price-Miller,Insurance,University of Glasgow,26
11489,Katerina Y. G.,Price-Davis,Government Services,Heidelberg University,43
11490,Thomas,Price-Rodriguez,Software,University of Bristol,30
11491,Robert,Price-Martinez,Retail,University of Cambridge,31
11492,Zoe D. D.,Price-Hernandez,Health,"University of California, Berkeley",26
11493,Jennifer L. I.,Price-Lopez,Business Products & Services,Jagiellonian University,32
11494,Katerina Q. O.,Price-Gonzalez,IT Management,London School of Economics and Political Science,41
11495,Linda,Price-Wilson,Education,Stockholm University,33
11496,Ryan M. C.,Price-Anderson,Software,Trinity College Dublin,54
11497,Thomas,Price-Thomas,Software,University of Bristol,34
11498,Donna,Price-Taylor,Financial Services,University of Michigan,40
11499,Ashley X. O.,Price-Moore,Health,ETH Zurich,50
11500,Mark B. K.,Price-Jackson,Retail,University of Barcelona,31
11501,Mary,Price-Martin,Financial Services,University of Lisbon,27
11502,Sophia I. Z.,Price-Lee,Business Products & Services,University of Cambridge,37
11503,George D. D.,Price-Perez,IT Services,University of Glasgow,39
11504,Olivia C. S.,Price-Thompson,Manufacturing,"University of California, Berkeley",44
11505,Michael B. U.,Price-White,Health,LMU Munich,40
11506,Anthony,Price-Harris,IT Management,EPFL (École Polytechnique Fédérale de Lausanne),51
11507,Susan,Price-Sanchez,Manufacturing,Complutense University of Madrid,50
11508,Nancy,Price-Clark,Business Products & Services,University of Warwick,35
11509,Daniel,Price-Ramirez,Construction,KU Leuven,24
11510,Barbara D. S.,Price-Lewis,Health,Georgia Institute of Technology,34
11511,Hannah S. W.,Price-Robinson,Business Products & Services,University of Helsinki,25
11512,Sophia S. P.,Price-Walker,Environmental Services,Charles University,34
11513,Anna A. Z.,Price-Young,IT Management,University of Oslo,34
11514,Mark,Price-Allen,Government Services,ETH Zurich,39
11515,Ashley T. B.,Price-King,Consumer Products & Services,University of Edinburgh,53
11516,Michael V. V.,Price-Wright,Advertising & Marketing,Uppsala University,32
11517,Victoria K. A.,Price-Scott,Health,Aristotle University of Thessaloniki,49
11518,Thomas,Price-Torres,IT Management,Columbia University,32
11519,Mark,Price-Nguyen,Government Services,Aarhus University,52
11520,Mark E. R.,Price-Hill,Food & Beverage,Princeton University,38
11521,Leon D. B.,Price-Flores,Health,Georgia Institute of Technology,42
11522,Eleni Y. K.,Price-Green,Construction,The University of Texas at Austin,35
11523,Mary,Price-Adams,Government Services,Johns Hopkins University,30
11524,Joseph Y. L.,Price-Nelson,IT Management,RWTH Aachen University,36
11525,Elizabeth N. P.,Price-Baker,Security,Johns Hopkins University,50
11526,Ashley,Price-Hall,Education,École Polytechnique,31
11527,Giulia R. M.,Price-Rivera,Government Services,University of Pennsylvania,41
11528,Sarah,Price-Campbell,IT Management,Politecnico di Milano,30
11529,Kimberly,Price-Mitchell,Media,Cornell University,50
11530,Giannis I. D.,Price-Carter,Real Estate,University of British Columbia,45
11531,Victoria Q. S.,Price-Roberts,IT System Development,Duke University,44
11532,Brian V. N.,Price-Phillips,IT Management,Uppsala University,49
11533,Ethan T. H.,Price-Evans,Logistics & Transportation,Université Paris-Saclay,49
11534,Elena E. B.,Price-Turner,Business Products & Services,Georgia Institute of Technology,37
11535,Oskar H. X.,Price-Diaz,Software,University of Cambridge,31
11536,Oliver E. V.,Price-Parker,Government Services,École Polytechnique,32
11537,Betty,Price-Cruz,Real Estate,University of Toronto,29
11538,Eleni Q. R.,Price-Edwards,Health,Autonomous University of Barcelona,37
11539,Steven,Price-Collins,Software,University of Manchester,37
11540,Oliver C. U.,Price-Reyes,Construction,PSL University,35
11541,Olivia Y. O.,Price-Stewart,Business Products & Services,Complutense University of Madrid,43
11542,Eleni V. S.,Price-Morris,Construction,University of Patras,39
11543,Kimberly X. F.,Price-Morales,Business Products & Services,University of Copenhagen,44
11544,Linda,Price-Murphy,Health,PSL University,41
11545,Barbara,Price-Cook,Business Products & Services,Duke University,38
11546,Joshua J. H.,Price-Rogers,Consumer Products & Services,Massachusetts Institute of Technology,45
11547,Noemi J. F.,Price-Gutierrez,Health,McGill University,40
11548,Ronald S. R.,Price-Ortiz,Media,École Polytechnique,40
11549,Hannah Y. T.,Price-Morgan,Media,Politecnico di Milano,34
11550,Edward U. M.,Price-Cooper,Consumer Products & Services,University of Oxford,30
11551,Paul,Price-Peterson,Telecommunications,KU Leuven,38
11552,Grace D. W.,Price-Bailey,Energy,Duke University,45
11553,William,Price-Reed,Advertising & Marketing,University of British Columbia,38
11554,Michelle O. G.,Price-Kelly,Security,Imperial College London,52
11555,Oskar L. F.,Price-Howard,Real Estate,University of Edinburgh,48
11556,Patricia Z. A.,Price-Ramos,Business Products & Services,"University of California, Berkeley",28
11557,Donald,Price-Kim,IT System Development,École Polytechnique,24
11558,Amelia E. T.,Price-Cox,Telecommunications,McGill University,37
11559,Michelle,Price-Ward,Software,RWTH Aachen University,54
11560,Sarah I. L.,Price-Richardson,Construction,UCL (University College London),52
11561,Jessica,Price-Watson,Retail,Aristotle University of Thessaloniki,42
11562,James,Price-Brooks,Security,KTH Royal Institute of Technology,48
11563,Elizabeth,Price-Chavez,Education,London School of Economics and Political Science,34
11564,Henry V. F.,Price-Wood,Construction,Princeton University,27
11565,Chloe I. M.,Price-James,Consumer Products & Services,Charles University,25
11566,Mateo J. D.,Price-Bennett,Consumer Products & Services,University of Cambridge,45
11567,Michelle,Price-Gray,Human Resources,PSL University,28
11568,Timothy S. C.,Price-Mendoza,Consumer Products & Services,Humboldt University of Berlin,44
11569,Marco N. P.,Price-Ruiz,Security,Georgia Institute of Technology,34
11570,Patricia,Price-Hughes,Software,Humboldt University of Berlin,29
11571,Paul,Price-Rossi,IT Management,University of Bristol,49
11572,Anthony C. T.,Price-Russo,Software,University of Porto,49
11573,Kimberly I. H.,Price-Ferrari,Software,University of Vienna,35
11574,Christopher,Price-Bianchi,Government Services,"University of California, Berkeley",37
11575,Elena Y. O.,Price-Romano,Financial Services,University College Dublin,29
11576,Steven,Price-Esposito,Health,Jagiellonian University,40
11577,Joseph J. E.,Price-Greco,Retail,"University of California, San Diego",36
11578,John G. Y.,Price-Conti,Real Estate,University College Dublin,45
11579,Daniel,Price-DeLuca,Human Resources,LMU Munich,28
11580,Camila W. O.,Price-Costa,Software,EPFL (École Polytechnique Fédérale de Lausanne),35
11581,Hannah E. N.,Price-Silva,Advertising & Marketing,Stanford University,44
11582,Olivia I. N.,Price-Santos,Manufacturing,Trinity College Dublin,30
11583,James,Price-Ferreira,Advertising & Marketing,Carnegie Mellon University,44
11584,Sandra Q. X.,Price-Pereira,Government Services,University of Vienna,46
11585,Thomas,Price-Oliveira,Business Products & Services,Politecnico di Milano,42
11586,Ava V. A.,Price-Muller,Human Resources,University of Barcelona,43
11587,Elizabeth Y. T.,Price-Schmidt,IT System Development,Aristotle University of Thessaloniki,26
11588,Mason W. O.,Price-Schneider,Advertising & Marketing,University of Chicago,24
11589,William D. U.,Price-Fischer,Consumer Products & Services,Trinity College Dublin,53
11590,Marco U. M.,Price-Weber,Energy,Eindhoven University of Technology,49
11591,Mia U. B.,Price-Dubois,Construction,LMU Munich,52
11592,Steven G. F.,Price-Moreau,Government Services,"University of California, Los Angeles",31
11593,Ashley T. F.,Price-Lefevre,Health,Massachusetts Institute of Technology,38
11594,Ronald S. S.,Price-Laurent,Financial Services,University of Zurich,30
11595,Luca A. B.,Price-Leroy,Health,Aristotle University of Thessaloniki,39
11596,Donald,Price-Bernard,Software,California Institute of Technology,53
11597,Anthony C. Q.,Price-Petit,Telecommunications,University of Copenhagen,35
11598,Joseph,Price-Durand,Business Products & Services,Politecnico di Milano,42
11599,James,Price-Nowak,Business Products & Services,Columbia University,44
11600,Sarah,Price-Kowalski,Real Estate,École Polytechnique,34
11601,Irene E. Q.,Price-Novak,Advertising & Marketing,University of Toronto,52
11602,Ashley O. W.,Price-Horvat,Consumer Products & Services,University of Barcelona,46
11603,Chloe L. V.,Price-Popescu,Software,Northwestern University,41
11604,Chloe L. S.,Price-Ionescu,Retail,Carnegie Mellon University,48
11605,Oskar D. H.,Price-Papadopoulos,Health,KU Leuven,49
11606,Kimberly I. Q.,Price-Georgiou,Construction,Charles University,41
11607,Sofia A. M.,Price-Nikolaou,Business Products & Services,Yale University,30
11608,David,Price-Kostas,Health,California Institute of Technology,37
11609,Evelyn J. E.,Price-Andriou,Advertising & Marketing,Heidelberg University,28
11610,Joshua,Price-Vasileiou,Advertising & Marketing,University of Edinburgh,54
11611,John B. K.,Rossi-Smith,Software,National and Kapodistrian University of Athens,28
11612,Donna G. M.,Rossi-Johnson,Insurance,Johns Hopkins University,27
11613,Charlotte N. F.,Rossi-Williams,IT System Development,University of Helsinki,51
11614,William M. I.,Rossi-Brown,Business Products & Services,Princeton University,25
11615,Elizabeth N. G.,Rossi-Jones,Software,University of Oslo,45
11616,Zoe T. G.,Rossi-Garcia,Construction,University of Amsterdam,44
11617,Henry P. J.,Rossi-Miller,Business Products & Services,University of Manchester,45
11618,Karen L. W.,Rossi-Davis,IT Management,École Polytechnique,32
11619,Theo A. Y.,Rossi-Rodriguez,Advertising & Marketing,Imperial College London,31
11620,David,Rossi-Martinez,Health,University of Bologna,25
11621,Lisa,Rossi-Hernandez,Health,"University of California, Berkeley",33
11622,Sandra L. C.,Rossi-Lopez,Retail,Delft University of Technology,33
11623,Lucas V. I.,Rossi-Gonzalez,IT Management,Eindhoven University of Technology,41
11624,Anthony,Rossi-Wilson,Insurance,Stockholm University,43
11625,Jennifer U. I.,Rossi-Anderson,Software,Technical University of Munich,35
11626,Lisa,Rossi-Thomas,Software,University of Amsterdam,45
11627,Jason W. G.,Rossi-Taylor,Security,Delft University of Technology,44
11628,Noah D. F.,Rossi-Moore,Advertising & Marketing,Duke University,33
11629,Thomas T. V.,Rossi-Jackson,Manufacturing,University of Glasgow,43
11630,Leon Q. U.,Rossi-Martin,IT System Development,Complutense University of Madrid,36
11631,Thomas,Rossi-Lee,Manufacturing,University of Oxford,31
11632,Lisa I. A.,Rossi-Perez,Advertising & Marketing,Stockholm University,46
11633,Liam R. Y.,Rossi-Thompson,Construction,École Polytechnique,44
11634,Nancy K. R.,Rossi-White,Retail,University of Valencia,35
11635,Margaret P. N.,Rossi-Harris,Software,Autonomous University of Barcelona,43
11636,Timothy G. D.,Rossi-Sanchez,Real Estate,ETH Zurich,52
11637,Alexander K. L.,Rossi-Clark,Financial Services,Autonomous University of Barcelona,25
11638,Karen M. N.,Rossi-Ramirez,Consumer Products & Services,Complutense University of Madrid,39
11639,Nancy,Rossi-Lewis,Advertising & Marketing,Sapienza University of Rome,50
11640,Mason A. L.,Rossi-Robinson,Software,University of Copenhagen,32
11641,Noemi Q. H.,Rossi-Walker,Software,Imperial College London,44
11642,Linda,Rossi-Young,Consumer Products & Services,Imperial College London,36
11643,Robert,Rossi-Allen,Education,Heidelberg University,49
11644,Irene I. S.,Rossi-King,Health,"University of California, San Diego",27
11645,Christopher,Rossi-Wright,Health,University of Barcelona,30
11646,George E. K.,Rossi-Scott,Business Products & Services,Northwestern University,44
11647,Edward O. U.,Rossi-Torres,Human Resources,UCL (University College London),44
11648,Kevin C. P.,Rossi-Nguyen,IT Management,Uppsala University,32
11649,Sofia N. D.,Rossi-Hill,Software,KU Leuven,42
11650,William,Rossi-Flores,Manufacturing,University of Chicago,27
11651,Aria F. V.,Rossi-Green,Insurance,Princeton University,42
11652,Daniel V. F.,Rossi-Adams,Business Products & Services,University of Michigan,44
11653,Thomas F. V.,Rossi-Nelson,Business Products & Services,National and Kapodistrian University of Athens,50
11654,Camila C. D.,Rossi-Baker,Advertising & Marketing,University of Oslo,39
11655,Jessica O. Q.,Rossi-Hall,Business Products & Services,Delft University of Technology,52
11656,Maria A. N.,Rossi-Rivera,Human Resources,University of Vienna,39
11657,Ethan W. V.,Rossi-Campbell,Retail,Johns Hopkins University,46
11658,Mark,Rossi-Mitchell,IT System Development,Sorbonne University,35
11659,Brian H. G.,Rossi-Carter,Retail,University of Chicago,53
11660,Mary,Rossi-Roberts,Energy,University of Bristol,37
11661,Lily W. P.,Rossi-Phillips,Advertising & Marketing,University of Toronto,52
11662,Robert,Rossi-Evans,Real Estate,Jagiellonian University,33
11663,Jennifer,Rossi-Turner,Energy,KTH Royal Institute of Technology,40
11664,Anna D. J.,Rossi-Diaz,Construction,University of Glasgow,28
11665,Noah Z. N.,Rossi-Parker,Business Products & Services,Georgia Institute of Technology,30
11666,Paul B. X.,Rossi-Cruz,Software,University of British Columbia,32
11667,George G. G.,Rossi-Edwards,Education,University of Porto,30
11668,Hannah C. C.,Rossi-Collins,Advertising & Marketing,University of Warsaw,34
11669,Michael,Rossi-Reyes,Software,University of Warwick,54
11670,Lisa Q. H.,Rossi-Stewart,Consumer Products & Services,University of Edinburgh,44
11671,William,Rossi-Morris,Manufacturing,LMU Munich,49
11672,Hannah I. V.,Rossi-Morales,Software,Aristotle University of Thessaloniki,30
11673,William,Rossi-Murphy,Human Resources,LMU Munich,42
11674,Lucas G. B.,Rossi-Cook,Manufacturing,Princeton University,32
11675,Michelle X. Q.,Rossi-Rogers,Health,University of Cambridge,24
11676,Linda,Rossi-Gutierrez,Financial Services,University of Porto,33
11677,Nikolai R. J.,Rossi-Ortiz,Security,Technical University of Munich,53
11678,Lisa B. Q.,Rossi-Morgan,Retail,Aarhus University,54
11679,Andrew F. Y.,Rossi-Cooper,Media,University of Oxford,26
11680,Emily,Rossi-Peterson,Education,University of Oslo,28
11681,Sofia V. Q.,Rossi-Bailey,Government Services,Yale University,42
11682,James M. V.,Rossi-Reed,Energy,Sorbonne University,26
11683,Elena R. R.,Rossi-Kelly,Software,ETH Zurich,28
11684,Kimberly O. J.,Rossi-Howard,Telecommunications,University of Amsterdam,37
11685,Daniel,Rossi-Ramos,Consumer Products & Services,RWTH Aachen University,40
11686,Nancy,Rossi-Kim,Business Products & Services,London School of Economics and Political Science,29
11687,Anthony,Rossi-Cox,Environmental Services,California Institute of Technology,24
11688,Ashley A. P.,Rossi-Ward,Insurance,Georgia Institute of Technology,40
11689,Jennifer H. C.,Rossi-Richardson,Business Products & Services,University of Patras,43
11690,Joseph,Rossi-Watson,Software,University of British Columbia,45
11691,William V. A.,Rossi-Brooks,Engineering,Northwestern University,28
11692,Emily,Rossi-Chavez,Advertising & Marketing,Université Paris-Saclay,37
11693,Betty U. U.,Rossi-Wood,Government Services,Johns Hopkins University,49
11694,David,Rossi-James,Construction,University of Copenhagen,32
11695,Lucas P. E.,Rossi-Bennett,Consumer Products & Services,Princeton University,30
11696,Charles,Rossi-Gray,Business Products & Services,Northwestern University,24
11697,Donald S. N.,Rossi-Mendoza,Advertising & Marketing,University of Copenhagen,40
11698,George V. P.,Rossi-Ruiz,Construction,University of Porto,26
11699,John Y. G.,Rossi-Hughes,Business Products & Services,Ghent University,31
11700,Charles,Rossi-Price,Business Products & Services,Delft University of Technology,25
11701,Ashley,Rossi-Russo,Advertising & Marketing,Stanford University,35
11702,Giulia Q. D.,Rossi-Ferrari,Insurance,Stanford University,38
11703,Oskar L. X.,Rossi-Bianchi,Health,Cornell University,47
11704,Nancy,Rossi-Romano,Insurance,University of Zurich,38
11705,Jennifer P. R.,Rossi-Esposito,Consumer Products & Services,EPFL (École Polytechnique Fédérale de Lausanne),32
11706,Mateo U. L.,Rossi-Greco,Construction,Humboldt University of Berlin,47
11707,Benjamin G. B.,Rossi-Conti,Real Estate,University of Chicago,38
11708,Michelle,Rossi-DeLuca,Software,University of Copenhagen,40
11709,Anthony N. R.,Rossi-Costa,Health,Université Paris-Saclay,43
11710,Susan L. E.,Rossi-Silva,Food & Beverage,University of Lisbon,54
11711,Benjamin H. A.,Rossi-Santos,IT Management,California Institute of Technology,31
11712,Ashley,Rossi-Ferreira,Advertising & Marketing,Duke University,52
11713,Thomas,Rossi-Pereira,Business Products & Services,"University of California, Los Angeles",28
11714,John,Rossi-Oliveira,Government Services,Sapienza University of Rome,26
11715,Sophia P. B.,Rossi-Muller,Business Products & Services,ETH Zurich,43
11716,Theo P. M.,Rossi-Schmidt,Health,University of Pennsylvania,25
11717,Elijah X. I.,Rossi-Schneider,Real Estate,University of Warsaw,50
11718,Ava N. P.,Rossi-Fischer,Health,Complutense University of Madrid,28
11719,Robert C. B.,Rossi-Weber,Security,University of British Columbia,32
11720,Matthew,Rossi-Dubois,Health,Ghent University,34
11721,Elizabeth T. U.,Rossi-Moreau,Advertising & Marketing,KU Leuven,25
11722,Joshua,Rossi-Lefevre,Energy,McGill University,45
11723,Lily S. I.,Rossi-Laurent,Construction,University of Lisbon,29
11724,Margaret G. B.,Rossi-Leroy,Business Products & Services,Columbia University,25
11725,Jeffrey I. C.,Rossi-Bernard,Retail,University of Copenhagen,26
11726,Hannah L. V.,Rossi-Petit,IT Services,Politecnico di Milano,47
11727,Chloe V. L.,Rossi-Durand,IT Management,PSL University,35
11728,Ashley,Rossi-Nowak,Business Products & Services,University of Toronto,39
11729,Linda B. Z.,Rossi-Kowalski,Financial Services,KTH Royal Institute of Technology,35
11730,Jessica,Rossi-Novak,Health,University of Oxford,27
11731,Eleni C. K.,Rossi-Horvat,Human Resources,Eindhoven University of Technology,47
11732,Mark B. G.,Rossi-Popescu,Education,PSL University,32
11733,Oskar U. G.,Rossi-Ionescu,Advertising & Marketing,"University of California, Berkeley",42
11734,Eleni S. Y.,Rossi-Papadopoulos,Financial Services,University of Patras,36
11735,Elizabeth H. L.,Rossi-Georgiou,Insurance,Sorbonne University,48
11736,Susan Z. D.,Rossi-Nikolaou,Real Estate,Autonomous University of Barcelona,52
11737,Charles P. U.,Rossi-Kostas,Business Products & Services,Northwestern University,42
11738,Mary I. J.,Rossi-Andriou,Government Services,McGill University,25
11739,Jennifer L. T.,Rossi-Vasileiou,Real Estate,University of Toronto,49
11740,Giannis Q. O.,Russo-Smith,Food & Beverage,University of British Columbia,41
11741,Mary K. M.,Russo-Johnson,Construction,University of Pennsylvania,45
11742,Joseph M. Z.,Russo-Williams,Construction,University of Barcelona,52
11743,Evelyn T. Z.,Russo-Brown,Advertising & Marketing,Carnegie Mellon University,46
11744,Daniel,Russo-Jones,Environmental Services,Aarhus University,54
11745,Isabella X. M.,Russo-Garcia,Engineering,McGill University,40
11746,Anna J. O.,Russo-Miller,Logistics & Transportation,University of Bristol,50
11747,Mark,Russo-Davis,Real Estate,Stanford University,39
11748,Chloe G. H.,Russo-Rodriguez,Consumer Products & Services,"University of California, Los Angeles",43
11749,Karen Z. M.,Russo-Martinez,Human Resources,Technical University of Munich,48
11750,Mason G. I.,Russo-Hernandez,Financial Services,UCL (University College London),42
11751,Noemi E. X.,Russo-Lopez,Manufacturing,University of Helsinki,35
11752,Kimberly T. D.,Russo-Gonzalez,Construction,Humboldt University of Berlin,24
11753,Emily Z. I.,Russo-Wilson,Manufacturing,University of Warwick,30
11754,Mia K. B.,Russo-Anderson,Telecommunications,McGill University,25
11755,Luca R. B.,Russo-Thomas,Human Resources,Delft University of Technology,47
11756,Daniel Y. M.,Russo-Taylor,Software,University of British Columbia,41
11757,Joseph I. E.,Russo-Moore,Computer Hardware,University of British Columbia,29
11758,William,Russo-Jackson,Security,Sapienza University of Rome,51
11759,Joseph,Russo-Martin,Insurance,PSL University,41
11760,Mark K. N.,Russo-Lee,Real Estate,University of Manchester,41
11761,Steven R. T.,Russo-Perez,Business Products & Services,University of Lisbon,43
11762,Ashley,Russo-Thompson,Energy,ETH Zurich,54
11763,Steven,Russo-White,Health,University of Chicago,51
11764,Emily,Russo-Harris,Consumer Products & Services,University of Oxford,41
11765,Mia Z. C.,Russo-Sanchez,Financial Services,University of Oxford,32
11766,Jeffrey P. A.,Russo-Clark,Business Products & Services,Columbia University,28
11767,Victoria C. A.,Russo-Ramirez,Financial Services,"University of California, Berkeley",40
11768,Andreas H. R.,Russo-Lewis,Environmental Services,Cornell University,31
11769,Luca S. E.,Russo-Robinson,Manufacturing,University of Copenhagen,54
11770,Susan,Russo-Walker,Consumer Products & Services,Humboldt University of Berlin,42
11771,Jessica D. A.,Russo-Young,Advertising & Marketing,Eindhoven University of Technology,33
11772,Michelle W. Q.,Russo-Allen,Financial Services,Eindhoven University of Technology,37
11773,Lily S. A.,Russo-King,Real Estate,University of Chicago,31
11774,Anthony,Russo-Wright,Advertising & Marketing,University College Dublin,24
11775,Lisa,Russo-Scott,Government Services,Autonomous University of Barcelona,54
11776,Susan,Russo-Torres,IT Management,University of Bristol,37
11777,David G. X.,Russo-Nguyen,Software,University of Manchester,31
11778,Jeffrey V. R.,Russo-Hill,Retail,Technical University of Munich,52
11779,Noah E. L.,Russo-Flores,Business Products & Services,University of Edinburgh,25
11780,Abigail Y. N.,Russo-Green,Construction,"University of California, Los Angeles",48
11781,Elijah O. T.,Russo-Adams,Retail,Aarhus University,50
11782,Michael,Russo-Nelson,Advertising & Marketing,Imperial College London,46
11783,Grace J. T.,Russo-Baker,Construction,École Polytechnique,49
11784,Susan,Russo-Hall,Energy,The University of Texas at Austin,31
11785,Donna,Russo-Rivera,Education,University of Toronto,52
11786,Thomas,Russo-Campbell,IT Management,Aristotle University of Thessaloniki,36
11787,Ashley,Russo-Mitchell,Software,RWTH Aachen University,28
11788,Donald,Russo-Carter,Business Products & Services,University College Dublin,35
11789,Nora X. L.,Russo-Roberts,Construction,University of Lisbon,42
11790,Jessica,Russo-Phillips,Business Products & Services,Politecnico di Milano,44
11791,Karen E. V.,Russo-Evans,Logistics & Transportation,Politecnico di Milano,39
11792,Ronald O. J.,Russo-Turner,Construction,Complutense University of Madrid,40
11793,Karen,Russo-Diaz,Software,PSL University,53
