id,name,surname,researchfield,university,age
2792,Victor,Brown,IT Management,EPFL,34
2793,Liam,Baker,Logistics & Transportation,University of Patras,23
2794,William,Brown,IT Management,Delft University of Technology,21
2795,Anna,Kowalski,Advertising & Marketing,University of Strasbourg,37
2796,Chloe,Lewis,Financial Services,Ghent University,33
2797,Noah,Davis,Consumer Products & Services,University of Geneva,32
2798,Helen,Taylor,IT Management,Ghent University,32
2799,Arthur,Smith,Advertising & Marketing,Pompeu Fabra University,23
2800,Hugo,Scott,Retail,University of Patras,32
2801,Maria,Smith,IT Services,University of Strasbourg,31
2802,Julia,Smith,Real Estate,University College London,28
2803,Alex,Gonzalez,Construction,The University of Manchester,24
2804,Peter,Robinson,Software,The University of Edinburgh,26
2805,George,Lee,Advertising & Marketing,University of Patras,33
2806,Roxanne,Johnson,Software,University of Helsinki,22
2807,Patricia,Adams,Government Services,University College London,37
2808,Peter,Adams,Advertising & Marketing,University of Patras,27
2809,Leah,Lewis,Software,University of Cambridge,35
2810,Maria,Jones,Food & Beverage,University of Patras,20
2811,Samuel,Thomas,Construction,University of Barcelona,30
2812,Natalie,Hernandez,Advertising & Marketing,Pompeu Fabra University,28
2813,Benjamin,Rossi,Insurance,University of Patras,34
2814,Olivia,Mitchell,Manufacturing,EPFL,39
2815,Isabella,Wright,IT System Development,University of Amsterdam,30
2816,Maria,Thomas,Real Estate,Aristotle University of Thessaloniki,23
2817,Zoe,Green,Advertising & Marketing,University of Amsterdam,34
2818,Nadia,Moore,Consumer Products & Services,Uppsala University,30
2819,Oscar,Clark,IT Management,Utrecht University,36
2820,Claire,Davis,Manufacturing,Uppsala University,38
2821,Spyros,Kowalski,Advertising & Marketing,Aristotle University of Thessaloniki,36
2822,Isabella,Anderson,Software,Sciences Po,27
2823,Victor,Carter,Construction,Ghent University,20
2824,Sofia,Lewis,Financial Services,National and Kapodistrian University of Athens,31
2825,Jasmine,Adams,Construction,National and Kapodistrian University of Athens,36
2826,Bianca,Thomas,Construction,National and Kapodistrian University of Athens,22
2827,Lucy,Young,Financial Services,Politecnico di Milano,22
2828,Stephen,Horvath,IT Management,Stockholm University,37
2829,William,Nielsen,Software,KU Leuven,34
2830,Theodora,Thomas,Advertising & Marketing,University of Warsaw,38
2831,Marina,King,Human Resources,Sciences Po,27
2832,Georgia,Anderson,Human Resources,University of Patras,22
2833,Samuel,Young,Health,University of Ljubljana,21
2834,Harris,Johnson,Government Services,University of Patras,23
2835,Alex,Mitchell,Consumer Products & Services,Aristotle University of Thessaloniki,21
2836,Andreas,Williams,Government Services,Jagiellonian University,24
2837,Samuel,Green,Real Estate,University of Ljubljana,24
2838,Zoe,Garcia,Insurance,Aristotle University of Thessaloniki,35
2839,William,Lee,Real Estate,Uppsala University,20
2840,Alexandra,Lopez,Business Products & Services,Aristotle University of Thessaloniki,18
2841,Spyros,Davis,Financial Services,University of Porto,21
2842,Theodora,Clark,Advertising & Marketing,Trinity College Dublin,23
2843,Jack,Kowalski,Consumer Products & Services,Aalto University,26
2844,Isabella,Thomas,Construction,Sapienza University of Rome,39
2845,Daniel,Nelson,Health,Charles University,31
2846,Diana,Scott,Consumer Products & Services,University of Tartu,29
2847,Sara,Taylor,Manufacturing,University of Patras,37
2848,Joseph,Davis,Health,National and Kapodistrian University of Athens,21
2849,Christopher,Wright,Logistics & Transportation,University of Bern,38
2850,Andreas,Hernandez,IT System Development,Leiden University,29
2851,Alex,Carter,Advertising & Marketing,Sciences Po,27
2852,Samuel,Anderson,Government Services,The University of Edinburgh,39
2853,Michael,Mitchell,IT System Development,National and Kapodistrian University of Athens,24
2854,Andrew,Harris,Advertising & Marketing,University of Warsaw,20
2855,Julia,Allen,Logistics & Transportation,EPFL,40
2856,Helen,Lombardi,Construction,Pompeu Fabra University,31
2857,Max,Baker,Health,Tel Aviv University,27
2858,Victoria,Robinson,Manufacturing,Sapienza University of Rome,33
2859,Mark,Young,Human Resources,University of Helsinki,33
2860,Lucy,Garcia,Media,University of Amsterdam,39
2861,Marta,Lombardi,Software,University of Tartu,27
2862,Olivia,Baker,Software,The University of Manchester,30
2863,Natalie,Jones,Consumer Products & Services,Tel Aviv University,23
2864,Thomas,Harris,Consumer Products & Services,University of Patras,29
2865,Leah,Jackson,Business Products & Services,Jagiellonian University,26
2866,William,Lewis,IT System Development,Pompeu Fabra University,30
2867,Gregory,Anderson,Financial Services,University of Tartu,21
2868,Evelyn,Jackson,Software,National and Kapodistrian University of Athens,28
2869,Nikos,Wright,Financial Services,Trinity College Dublin,37
2870,Paul,Hernandez,Business Products & Services,Lund University,35
2871,Grace,Walker,Construction,Technion – Israel Institute of Technology,28
2872,Oscar,Williams,Advertising & Marketing,Aarhus University,38
2873,Patricia,Clark,Real Estate,University of Patras,21
2874,Marta,Brown,Real Estate,The University of Edinburgh,35
2875,Irene,Sanchez,Retail,University of Copenhagen,18
2876,Dimitris,Lombardi,Advertising & Marketing,University of Barcelona,24
2877,Jasmine,Horvath,Education,Aristotle University of Thessaloniki,23
2878,Penelope,Muller,Engineering,University College London,32
2879,Angelina,Nelson,Human Resources,Aristotle University of Thessaloniki,35
2880,Eva,Davis,Software,University of Warsaw,28
2881,Vasilis,Scott,IT Management,Tel Aviv University,37
2882,Hugo,Miller,Advertising & Marketing,University of Groningen,32
2883,Eleni,Lombardi,Construction,Aristotle University of Thessaloniki,33
2884,James,Bianchi,Human Resources,Aristotle University of Thessaloniki,24
2885,Lydia,Gonzalez,Software,Eindhoven University of Technology,38
2886,Alice,Scott,Education,Pompeu Fabra University,27
2887,Roxanne,Adams,Travel & Hospitality,Technical University of Munich,29
2888,Arthur,Adams,Energy,Eindhoven University of Technology,31
2889,Andreas,Novak,Health,University of Warsaw,22
2890,Penelope,Green,Construction,Lund University,38
2891,Olivia,Scott,Insurance,National and Kapodistrian University of Athens,35
2892,Penelope,Walker,IT System Development,The University of Edinburgh,22
2893,Katerina,Muller,Business Products & Services,Lund University,20
2894,Julia,Green,Business Products & Services,University of Cambridge,40
2895,Leah,Bianchi,IT Services,KU Leuven,22
2896,Gregory,Hernandez,Logistics & Transportation,Sapienza University of Rome,34
2897,Olivia,Lopez,IT Management,Imperial College London,36
2898,Stella,Gonzalez,Software,National and Kapodistrian University of Athens,36
2899,Isabella,Martinez,Manufacturing,University of Porto,38
2900,Victor,Young,Security,University College London,29
2901,Andreas,Muller,Consumer Products & Services,Aristotle University of Thessaloniki,26
2902,Roxanne,Hernandez,Government Services,Uppsala University,18
2903,Olivia,Lopez,Energy,University of Strasbourg,35
2904,Eleni,Rossi,Real Estate,National and Kapodistrian University of Athens,38
2905,David,Hall,Education,Leiden University,21
2906,Nikoleta,Walker,Health,Aristotle University of Thessaloniki,27
2907,Daniel,Hall,Food & Beverage,Jagiellonian University,24
2908,Claire,Robinson,Food & Beverage,Trinity College Dublin,39
2909,Lucas,Miller,Financial Services,University of Groningen,40
2910,Nadia,Wright,Advertising & Marketing,Aristotle University of Thessaloniki,18
2911,Theodora,Johnson,Real Estate,Aristotle University of Thessaloniki,34
2912,Athena,Wright,Business Products & Services,Chalmers University of Technology,19
2913,Alice,Davis,Consumer Products & Services,University of Geneva,28
2914,Roxanne,Gonzalez,Health,University of Geneva,26
2915,Christos,Baker,Health,Aristotle University of Thessaloniki,24
2916,Kostas,Sanchez,Health,University College London,39
2917,Hugo,Mitchell,IT Management,University of Helsinki,34
2918,Vasilis,Robinson,Advertising & Marketing,Technical University of Munich,34
2919,Jasmine,Lee,Business Products & Services,National and Kapodistrian University of Athens,19
2920,Diana,Wright,Human Resources,Aristotle University of Thessaloniki,23
2921,Thomas,Nielsen,Business Products & Services,University of Amsterdam,31
2922,Claire,Lopez,Construction,Aristotle University of Thessaloniki,23
2923,Alice,Nielsen,Logistics & Transportation,Leiden University,19
2924,Roman,Kowalski,IT Management,University of Copenhagen,18
2925,Andrew,Novak,Travel & Hospitality,University of Oxford,27
2926,Christina,Brown,Manufacturing,Jagiellonian University,38
2927,Dimitris,Scott,Advertising & Marketing,University of Patras,22
2928,Joseph,Williams,Financial Services,Trinity College Dublin,19
2929,Matthew,Hernandez,Construction,Imperial College London,39
2930,Robert,Miller,Telecommunications,University of Patras,33
2931,Katerina,Lee,Health,Eindhoven University of Technology,19
2932,Michael,Nelson,IT Management,University College London,27
2933,Maria,Schmidt,Financial Services,Chalmers University of Technology,19
2934,Katerina,Adams,Business Products & Services,University of Patras,33
2935,Samuel,Green,Business Products & Services,University of Helsinki,33
2936,Samuel,Thomas,Manufacturing,University of Helsinki,36
2937,Stephen,Bianchi,Retail,Politecnico di Milano,24
2938,Eva,Gonzalez,Health,University of Patras,39
2939,Roman,Schmidt,Real Estate,Technion – Israel Institute of Technology,29
2940,Julia,Brown,Health,Jagiellonian University,32
2941,David,Green,Logistics & Transportation,Aristotle University of Thessaloniki,25
2942,Alice,Johnson,Construction,University of Patras,23
2943,Christos,Brown,Health,ETH Zurich,27
2944,Eleni,Lee,Construction,KU Leuven,20
2945,Marina,Robinson,Financial Services,University of Amsterdam,36
2946,Leo,Hernandez,Advertising & Marketing,EPFL,34
2947,Nikoleta,Clark,Health,National and Kapodistrian University of Athens,24
2948,Evelyn,Green,Financial Services,The University of Manchester,38
2949,Nicole,Brown,Human Resources,University of Helsinki,37
2950,Joseph,Kowalski,Environmental Services,University of Patras,21
2951,Thomas,Hall,Software,KU Leuven,31
2952,Julia,Schmidt,Software,Utrecht University,37
2953,Maya,King,Manufacturing,University of Lisbon,39
2954,Theodora,Scott,Logistics & Transportation,University of Patras,32
2955,Patricia,Thomas,Business Products & Services,Sciences Po,25
2956,Nikos,King,Government Services,University of Copenhagen,38
2957,Andrew,Lewis,Software,Technical University of Munich,32
2958,Stella,Kowalski,Software,Aalto University,39
2959,Gregory,Novak,Consumer Products & Services,University of Strasbourg,37
2960,Diana,Williams,Advertising & Marketing,National and Kapodistrian University of Athens,31
2961,Julia,Moore,Real Estate,University of Tartu,26
2962,Daniel,Davis,Retail,University College Dublin,25
2963,Nikoleta,Allen,Human Resources,Aarhus University,34
2964,Christos,Thomas,Health,Eindhoven University of Technology,19
2965,Alexandra,Martin,Business Products & Services,Aristotle University of Thessaloniki,20
2966,Rebecca,Horvath,Energy,The University of Manchester,25
2967,Marta,Gonzalez,Construction,Ludwig Maximilian University of Munich,29
2968,Alex,Jones,Manufacturing,Aristotle University of Thessaloniki,18
2969,Andreas,Horvath,Logistics & Transportation,University of Geneva,27
2970,Christina,Moore,Financial Services,Technical University of Munich,37
2971,Mark,Wright,Insurance,University of Barcelona,20
2972,Evelyn,Moore,Energy,University of Patras,23
2973,Victor,Adams,Manufacturing,University of Cambridge,24
2974,George,Rossi,Real Estate,University of Cambridge,37
2975,Laura,Mitchell,Manufacturing,University of Strasbourg,40
2976,Marina,Smith,Health,University College Dublin,35
2977,Emily,Williams,Health,EPFL,28
2978,Laura,Robinson,Health,University of Patras,36
2979,Nicole,Moore,Advertising & Marketing,Aristotle University of Thessaloniki,22
2980,Michael,Novak,Logistics & Transportation,University of Patras,36
2981,Veronica,Garcia,Human Resources,Aristotle University of Thessaloniki,28
2982,Oscar,Lopez,IT Management,University of Cambridge,29
2983,Christina,Smith,Government Services,Aristotle University of Thessaloniki,27
2984,Rebecca,Jackson,Government Services,University of Patras,25
2985,Laura,Lombardi,Software,Stockholm University,26
2986,Matthew,Harris,Advertising & Marketing,University of Patras,21
2987,Helen,Thomas,IT Management,University of Barcelona,22
2988,Harris,Robinson,Business Products & Services,Politecnico di Milano,38
2989,Marina,Martin,Software,University of Patras,25
2990,Veronica,Lewis,Insurance,University of Warsaw,40
2991,Veronica,Walker,Consumer Products & Services,University of Vienna,26
2992,Thomas,Williams,Energy,National and Kapodistrian University of Athens,32
2993,Veronica,Anderson,Construction,Aristotle University of Thessaloniki,32
2994,Alexandra,Anderson,Retail,University of Geneva,33
2995,Diana,Carter,Education,ETH Zurich,31
2996,Chloe,Jackson,Business Products & Services,National and Kapodistrian University of Athens,25
2997,Christina,Mitchell,Energy,University of Groningen,35
2998,Claire,Lombardi,Business Products & Services,Trinity College Dublin,27
2999,Andreas,Thompson,Advertising & Marketing,University of Patras,37
3000,Kostas,Hall,Telecommunications,University of Bern,23
3001,Jack,Kowalski,Human Resources,EPFL,29
3002,Chloe,Adams,Construction,University of Helsinki,19
3003,Katerina,Horvath,Financial Services,Sapienza University of Rome,24
3004,Nikos,Rossi,Retail,University of Warsaw,33
3005,Evelyn,Lee,Travel & Hospitality,University of Amsterdam,20
3006,Matthew,Moore,Advertising & Marketing,National and Kapodistrian University of Athens,30
3007,Zoe,Bianchi,IT Management,Aristotle University of Thessaloniki,20
3008,Liam,Schmidt,Food & Beverage,Sciences Po,35
3009,Helen,White,Financial Services,University of Belgrade,28
3010,Gregory,Perez,Construction,Delft University of Technology,25
3011,Philip,Novak,Financial Services,University of Strasbourg,23
3012,Gregory,Smith,Security,Eindhoven University of Technology,18
3013,Chloe,Perez,Logistics & Transportation,University of Patras,18
3014,Samuel,Perez,Human Resources,University of Vienna,40
3015,Leo,Robinson,Consumer Products & Services,Aristotle University of Thessaloniki,25
3016,Vasilis,White,Retail,Ghent University,22
3017,Alex,Hernandez,Business Products & Services,University of Oxford,33
3018,Timothy,Nielsen,Advertising & Marketing,University of Amsterdam,28
3019,Alice,Wright,Software,National and Kapodistrian University of Athens,22
3020,Anna,Thompson,Government Services,Aalto University,21
3021,Leah,Carter,Consumer Products & Services,Sapienza University of Rome,23
3022,Chloe,Smith,Logistics & Transportation,Charles University,31
3023,Andrew,Rossi,Energy,Sapienza University of Rome,39
3024,Andreas,Novak,IT Management,Charles University,36
3025,Kostas,Walker,Government Services,National and Kapodistrian University of Athens,26
3026,William,Williams,Software,KU Leuven,29
3027,Timothy,Novak,Software,Chalmers University of Technology,28
3028,Helen,Nielsen,Business Products & Services,University of Copenhagen,31
3029,Maya,Young,Insurance,University of Ljubljana,40
3030,Peter,Martinez,Business Products & Services,University of Patras,33
3031,Theodora,Lombardi,Software,Aarhus University,18
3032,Nadia,Novak,Health,University of Helsinki,30
3033,Peter,Martin,Health,University of Bern,40
3034,George,Jones,IT Management,Sciences Po,38
3035,Elisa,Rossi,Government Services,Pompeu Fabra University,38
3036,Lucy,Garcia,Construction,Aristotle University of Thessaloniki,30
3037,Olivia,Garcia,Health,University of Cambridge,19
3038,Stella,Taylor,IT System Development,University of Patras,21
3039,Alexandra,Wright,Consumer Products & Services,EPFL,23
3040,Benjamin,Jones,Government Services,The University of Edinburgh,40
3041,Angelina,Thomas,Real Estate,University of Lisbon,22
3042,Joseph,Green,Consumer Products & Services,Jagiellonian University,20
3043,Elisa,Gonzalez,Manufacturing,University of Patras,18
3044,Adrian,Taylor,Business Products & Services,University of Patras,21
3045,Victor,Schmidt,Health,Technical University of Munich,37
3046,Adrian,Thompson,Consumer Products & Services,University of Barcelona,19
3047,Maya,Kowalski,Business Products & Services,The University of Edinburgh,22
3048,Lydia,Horvath,Financial Services,The University of Edinburgh,20
3049,Veronica,Novak,Insurance,Chalmers University of Technology,26
3050,Victor,Walker,Computer Hardware,National and Kapodistrian University of Athens,37
3051,Elisa,Lopez,Health,University of Patras,23
3052,Bianca,Green,Consumer Products & Services,Aristotle University of Thessaloniki,35
3053,Timothy,Lopez,Software,University of Patras,23
3054,Eleni,Lopez,Health,Aarhus University,36
3055,Leah,Adams,IT Management,University of Tartu,29
3056,Natalie,Thompson,Business Products & Services,Aristotle University of Thessaloniki,28
3057,Martin,Davis,Logistics & Transportation,University of Tartu,19
3058,Evelyn,Muller,Software,Trinity College Dublin,32
3059,Olivia,Garcia,Advertising & Marketing,National and Kapodistrian University of Athens,29
3060,George,Walker,Human Resources,University of Oxford,29
3061,Diana,Hernandez,Software,Aristotle University of Thessaloniki,26
3062,Christina,Miller,Consumer Products & Services,National and Kapodistrian University of Athens,38
3063,Oscar,Baker,Construction,University of Patras,19
3064,Ivy,Wright,IT Management,University of Porto,39
3065,Penelope,Hernandez,Business Products & Services,Charles University,20
3066,Georgia,Martinez,Consumer Products & Services,University of Lisbon,29
3067,Matthew,Scott,Media,National and Kapodistrian University of Athens,33
3068,Timothy,Williams,Construction,Jagiellonian University,38
3069,Stella,Sanchez,Logistics & Transportation,University of Ljubljana,18
3070,Peter,Sanchez,Travel & Hospitality,Delft University of Technology,38
3071,Olivia,Davis,Construction,EPFL,20
3072,Diana,Garcia,IT Management,Tel Aviv University,37
3073,James,Martin,Food & Beverage,University of Vienna,19
3074,Gregory,Williams,Logistics & Transportation,Aarhus University,26
3075,Kostas,Robinson,Advertising & Marketing,University of Oxford,36
3076,Jasmine,Thomas,Business Products & Services,University of Groningen,32
3077,Marta,Miller,Security,ETH Zurich,35
3078,Jason,Muller,Software,University of Strasbourg,28
3079,Thomas,Novak,Advertising & Marketing,National and Kapodistrian University of Athens,40
3080,Zoe,Jones,Software,University of Strasbourg,33
3081,Maria,Jackson,Business Products & Services,University of Belgrade,39
3082,Arthur,Hall,Environmental Services,University of Geneva,34
3083,Gregory,Mitchell,Consumer Products & Services,Charles University,22
3084,Thomas,Lewis,IT Management,University of Belgrade,29
3085,Michael,Young,Manufacturing,KU Leuven,28
3086,Maya,Schmidt,IT System Development,University of Cambridge,32
3087,Maya,Anderson,Advertising & Marketing,Ghent University,20
3088,Daniel,Young,Advertising & Marketing,University of Patras,18
3089,Patricia,Carter,Real Estate,Eindhoven University of Technology,37
3090,Catherine,Nielsen,Business Products & Services,Aristotle University of Thessaloniki,33
3091,Nicole,Williams,Business Products & Services,University of Patras,19
3092,Christina,Lombardi,Food & Beverage,University of Oxford,19
3093,Anthony,King,IT Management,University of Amsterdam,20
3094,Evelyn,Nielsen,Construction,University of Cambridge,25
3095,Daniel,Hernandez,Government Services,University of Geneva,32
3096,Helen,Nielsen,Financial Services,Ghent University,24
3097,Laura,Moore,Insurance,University of Bern,23
3098,Diana,Dubois,Financial Services,Aalto University,26
3099,Catherine,Gonzalez,Construction,University College Dublin,37
3100,Julia,Williams,Food & Beverage,University of Oxford,18
3101,Christopher,Adams,Business Products & Services,Stockholm University,25
3102,Jack,Smith,Government Services,The University of Manchester,40
3103,Harris,Anderson,Advertising & Marketing,University of Warsaw,40
3104,Georgia,Harris,Software,National and Kapodistrian University of Athens,20
3105,Vasilis,Thompson,Engineering,Lund University,21
3106,Zoe,Thomas,Financial Services,National and Kapodistrian University of Athens,32
3107,Benjamin,Clark,Retail,National and Kapodistrian University of Athens,23
3108,Isabella,Allen,Software,Aristotle University of Thessaloniki,32
3109,Adrian,Hernandez,IT System Development,Eindhoven University of Technology,38
3110,Maria,Bianchi,Advertising & Marketing,Politecnico di Milano,20
3111,Theodora,Brown,Human Resources,Politecnico di Milano,38
3112,Jason,Walker,Logistics & Transportation,Sapienza University of Rome,38
3113,Peter,Robinson,Food & Beverage,University of Vienna,31
3114,Lucy,Anderson,Advertising & Marketing,University of Geneva,37
3115,Julia,Lopez,Health,The University of Manchester,31
3116,Peter,King,Construction,University College Dublin,21
3117,Marta,Jones,Health,KU Leuven,29
3118,Anna,Martin,Business Products & Services,Aalto University,34
3119,Eleni,Thomas,Retail,Aristotle University of Thessaloniki,24
3120,Eva,Rossi,Business Products & Services,University of Ljubljana,26
3121,Diana,Hernandez,Retail,Technical University of Munich,20
3122,Katerina,Harris,Construction,Utrecht University,30
3123,Maya,Lombardi,Advertising & Marketing,KU Leuven,32
3124,Claire,Dubois,Logistics & Transportation,Chalmers University of Technology,35
3125,Veronica,Young,Computer Hardware,Aalto University,36
3126,Andreas,Johnson,Advertising & Marketing,ETH Zurich,18
3127,Gregory,Young,Manufacturing,National and Kapodistrian University of Athens,23
3128,Grace,Jones,Telecommunications,University of Cambridge,40
3129,George,Jackson,Software,University of Helsinki,19
3130,Elisa,Carter,Security,Utrecht University,31
3131,Lucy,Scott,Government Services,University of Cambridge,23
3132,Leo,Lopez,Business Products & Services,University of Helsinki,31
3133,Georgia,Baker,Government Services,University of Patras,21
3134,Penelope,Taylor,Telecommunications,University of Belgrade,38
3135,Nadia,Anderson,Construction,University of Tartu,25
3136,Maya,Baker,Financial Services,The University of Edinburgh,20
3137,Nicholas,Gonzalez,IT System Development,University of Geneva,36
3138,John,Brown,Telecommunications,Aristotle University of Thessaloniki,31
3139,Roxanne,Garcia,Health,University of Patras,37
3140,Georgia,Kowalski,IT System Development,National and Kapodistrian University of Athens,34
3141,Alex,Jones,IT Management,Charles University,25
3142,Christopher,Perez,Business Products & Services,University of Geneva,31
3143,Nikoleta,Scott,Human Resources,Trinity College Dublin,23
3144,Robert,Green,Computer Hardware,Delft University of Technology,40
3145,Robert,Johnson,Education,National and Kapodistrian University of Athens,39
3146,Patricia,Mitchell,Advertising & Marketing,University of Amsterdam,33
3147,Lucas,Dubois,Advertising & Marketing,University of Oslo,36
3148,Noah,Taylor,Health,National and Kapodistrian University of Athens,31
3149,Peter,Dubois,Consumer Products & Services,National and Kapodistrian University of Athens,36
3150,Ivy,Gonzalez,IT System Development,University of Patras,20
3151,Alexandra,Lewis,Health,Aarhus University,27
3152,Harris,Williams,Software,University of Bern,36
3153,Laura,Anderson,Government Services,Uppsala University,26
3154,Maria,Davis,Real Estate,Uppsala University,37
3155,Angelina,Kowalski,Travel & Hospitality,University of Barcelona,30
3156,Nikoleta,Martin,Security,University of Cambridge,24
3157,Bianca,Smith,Real Estate,National and Kapodistrian University of Athens,31
3158,Robert,Robinson,Health,KTH Royal Institute of Technology,26
3159,Grace,Smith,Real Estate,University of Ljubljana,40
3160,Veronica,Adams,Construction,National and Kapodistrian University of Athens,36
3161,Dimitris,Brown,Software,University of Amsterdam,32
3162,Matthew,Robinson,IT System Development,University of Ljubljana,37
3163,Alice,Nielsen,Food & Beverage,Eindhoven University of Technology,31
3164,Eleni,Adams,Advertising & Marketing,Sciences Po,23
3165,Vasilis,Garcia,Real Estate,Leiden University,38
3166,Oscar,Martin,Government Services,Delft University of Technology,21
3167,Jasmine,Muller,Government Services,Leiden University,25
3168,Martin,Rossi,Software,Technical University of Munich,34
3169,Joseph,Williams,Insurance,Trinity College Dublin,26
3170,Sofia,Adams,Construction,National and Kapodistrian University of Athens,18
3171,Philip,Green,Advertising & Marketing,Jagiellonian University,37
3172,Evelyn,Jones,Financial Services,Eindhoven University of Technology,31
3173,Noah,Johnson,Retail,University of Zurich,28
3174,Irene,Bianchi,Health,Lund University,38
3175,Hugo,Sanchez,Engineering,Aarhus University,20
3176,Irene,Adams,Business Products & Services,Utrecht University,26
3177,Patricia,Bianchi,Energy,Sapienza University of Rome,31
3178,Marina,Robinson,IT Services,Pompeu Fabra University,26
3179,Grace,Lopez,Advertising & Marketing,University of Patras,21
3180,Roxanne,Kowalski,Real Estate,University of Warsaw,21
3181,Michael,Mitchell,Government Services,University of Warsaw,25
3182,Nadia,Robinson,Food & Beverage,University of Geneva,19
3183,Adrian,Young,Advertising & Marketing,Utrecht University,26
3184,Paula,Schmidt,Advertising & Marketing,University of Strasbourg,31
3185,Angelina,Jackson,Advertising & Marketing,University of Lisbon,39
3186,Lucas,Kowalski,Health,National and Kapodistrian University of Athens,26
3187,Thomas,Wright,Manufacturing,The University of Manchester,40
3188,Stephen,Mitchell,Advertising & Marketing,National and Kapodistrian University of Athens,33
3189,Arthur,Thompson,Retail,University of Patras,34
3190,Alice,Clark,Real Estate,University of Copenhagen,33
3191,Sofia,Rossi,Software,Technical University of Munich,29
3192,Alex,Allen,Logistics & Transportation,Chalmers University of Technology,20
3193,Paul,Sanchez,Real Estate,Aristotle University of Thessaloniki,28
3194,Grace,Anderson,Real Estate,University of Barcelona,31
3195,Patricia,Allen,Government Services,National and Kapodistrian University of Athens,35
3196,Noah,Green,Consumer Products & Services,University of Patras,38
3197,Hugo,Lewis,Government Services,Delft University of Technology,38
3198,Sofia,Martin,Construction,University of Groningen,22
3199,James,Anderson,Security,University of Oxford,33
3200,Arthur,Lopez,Human Resources,Tel Aviv University,37
3201,Isabella,Rossi,Business Products & Services,University College Dublin,22
3202,Christos,Dubois,Telecommunications,University of Zurich,20
3203,Stella,Thomas,Education,University of Cambridge,29
3204,Arthur,Robinson,Advertising & Marketing,University of Patras,18
3205,Hugo,Thompson,Advertising & Marketing,National and Kapodistrian University of Athens,38
3206,Christos,Taylor,Construction,University of Warsaw,26
3207,Martin,Lewis,Government Services,Aristotle University of Thessaloniki,26
3208,Mark,Schmidt,Software,Aristotle University of Thessaloniki,21
3209,Kostas,Johnson,Advertising & Marketing,Pompeu Fabra University,20
3210,Paula,Hall,Human Resources,EPFL,34
3211,Lucas,Lee,Logistics & Transportation,University of Strasbourg,19
3212,Leah,Anderson,Manufacturing,National and Kapodistrian University of Athens,18
3213,Alexandra,Williams,Business Products & Services,University of Bern,25
3214,Adrian,Allen,Real Estate,Aristotle University of Thessaloniki,30
3215,Andreas,Perez,Construction,Aristotle University of Thessaloniki,40
3216,Jack,Horvath,Health,University College Dublin,32
3217,Zoe,Green,Retail,Aristotle University of Thessaloniki,25
3218,Victor,Martin,Real Estate,University of Groningen,29
3219,Max,Walker,Business Products & Services,The University of Manchester,39
3220,Peter,Martinez,Consumer Products & Services,Utrecht University,29
3221,Natalie,Rossi,Financial Services,Jagiellonian University,31
3222,Victor,Clark,Real Estate,Sciences Po,32
3223,Robert,Moore,Logistics & Transportation,Charles University,32
3224,Angelina,Walker,Food & Beverage,National and Kapodistrian University of Athens,26
3225,Dimitris,Perez,Advertising & Marketing,University of Lisbon,36
3226,Leo,Perez,Manufacturing,Leiden University,37
3227,Victor,Allen,Manufacturing,Utrecht University,39
3228,Elisa,Dubois,Health,National and Kapodistrian University of Athens,25
3229,Robert,Young,Consumer Products & Services,Ghent University,38
3230,Stella,Young,Security,Technion – Israel Institute of Technology,36
3231,James,Robinson,IT System Development,Sciences Po,23
3232,Martin,Allen,Financial Services,University of Strasbourg,37
3233,Christopher,Lewis,Consumer Products & Services,Aalto University,36
3234,Samuel,Harris,Advertising & Marketing,Imperial College London,21
3235,Peter,Gonzalez,Health,Trinity College Dublin,40
3236,Julia,Lombardi,Insurance,University of Lisbon,24
3237,Chloe,Walker,Financial Services,Uppsala University,21
3238,Eleni,Martinez,IT Management,University of Geneva,39
3239,Adrian,Dubois,Real Estate,Ludwig Maximilian University of Munich,29
3240,Eleni,Scott,Software,Stockholm University,30
3241,Stella,Moore,Advertising & Marketing,Delft University of Technology,20
3242,Penelope,Jackson,Human Resources,Ludwig Maximilian University of Munich,39
3243,Roxanne,Moore,Consumer Products & Services,KU Leuven,29
3244,Timothy,Horvath,Business Products & Services,Ghent University,19
3245,Victoria,Hernandez,Software,Jagiellonian University,19
3246,Alice,Adams,Advertising & Marketing,Aristotle University of Thessaloniki,40
3247,Olivia,Hernandez,IT Management,University of Tartu,26
3248,Nicholas,Dubois,Manufacturing,The University of Edinburgh,18
3249,Laura,Lombardi,Financial Services,Aristotle University of Thessaloniki,25
3250,Stella,Mitchell,Software,National and Kapodistrian University of Athens,40
3251,Andrew,Lewis,Software,University of Zurich,23
3252,Jack,Allen,Health,Politecnico di Milano,23
3253,Nikoleta,Baker,Financial Services,University of Tartu,39
3254,Dimitris,Muller,Consumer Products & Services,University of Cambridge,35
3255,Matthew,Perez,Business Products & Services,Politecnico di Milano,34
3256,Victoria,Lewis,Logistics & Transportation,University of Warsaw,29
3257,Laura,Bianchi,Manufacturing,Imperial College London,23
3258,Penelope,Lee,Software,National and Kapodistrian University of Athens,25
3259,Martin,Moore,IT Management,Aristotle University of Thessaloniki,36
3260,Leah,Walker,IT System Development,Aristotle University of Thessaloniki,27
3261,William,Anderson,Real Estate,Lund University,18
3262,Zoe,Sanchez,Manufacturing,The University of Manchester,30
3263,Lydia,Davis,Consumer Products & Services,Aristotle University of Thessaloniki,34
