id,name,surname,researchfield,university,age
19381,Nancy,Smith-Perez-Turner,Education,Princeton University,33
19382,Donald U. Y.,Smith-Perez-Diaz,Health,University of Toronto,54
19383,Brian X. E.,Smith-Perez-Parker,Government Services,Aarhus University,24
19384,Mark,Smith-Perez-Cruz,Consumer Products & Services,University of British Columbia,39
19385,Theo K. X.,Smith-Perez-Edwards,Advertising & Marketing,University of Glasgow,34
19386,Margaret,Smith-Perez-Collins,Business Products & Services,Autonomous University of Barcelona,31
19387,Daniel,Smith-Perez-Reyes,Food & Beverage,Humboldt University of Berlin,38
19388,Lisa,Smith-Perez-Stewart,Business Products & Services,University of Helsinki,30
19389,Lily D. G.,Smith-Perez-Morris,Consumer Products & Services,Trinity College Dublin,48
19390,Ava A. Y.,Smith-Perez-Morales,Financial Services,National and Kapodistrian University of Athens,25
19391,Elijah R. A.,Smith-Perez-Murphy,Food & Beverage,Complutense University of Madrid,32
19392,Joseph A. B.,Smith-Perez-Cook,Health,Jagiellonian University,44
19393,Ella N. U.,Smith-Perez-Rogers,Construction,Stockholm University,33
19394,Anthony,Smith-Perez-Gutierrez,Consumer Products & Services,"University of California, Berkeley",51
19395,Luca C. B.,Smith-Perez-Ortiz,Business Products & Services,Heidelberg University,34
19396,Patricia,Smith-Perez-Morgan,Construction,Massachusetts Institute of Technology,29
19397,Nora H. T.,Smith-Perez-Cooper,Human Resources,National and Kapodistrian University of Athens,25
19398,William,Smith-Perez-Peterson,Government Services,Delft University of Technology,47
19399,Elizabeth,Smith-Perez-Bailey,Construction,University of Zurich,24
19400,Donald I. S.,Smith-Perez-Reed,Business Products & Services,ETH Zurich,47
19401,Matthew,Smith-Perez-Kelly,Human Resources,Complutense University of Madrid,35
19402,Matthew Z. T.,Smith-Perez-Howard,Consumer Products & Services,University of Oxford,53
19403,Joshua,Smith-Perez-Ramos,Software,Charles University,44
19404,Nikolai Y. E.,Smith-Perez-Kim,Construction,University of Valencia,53
19405,Elizabeth M. Q.,Smith-Perez-Cox,IT System Development,Humboldt University of Berlin,24
19406,Karen M. H.,Smith-Perez-Ward,Financial Services,UCL (University College London),35
19407,Jennifer B. Q.,Smith-Perez-Richardson,Construction,University of Barcelona,38
19408,Kimberly,Smith-Perez-Watson,Human Resources,University of Oxford,39
19409,Marco X. B.,Smith-Perez-Brooks,Construction,"University of California, Berkeley",39
19410,Mason V. B.,Smith-Perez-Chavez,IT Management,University of Cambridge,26
19411,Karen J. I.,Smith-Perez-Wood,Retail,Yale University,43
19412,Elena A. J.,Smith-Perez-James,Health,University of Bristol,54
19413,Ava E. M.,Smith-Perez-Bennett,Environmental Services,"University of California, Los Angeles",43
19414,Liam J. D.,Smith-Perez-Gray,Advertising & Marketing,University of Geneva,29
19415,Marco N. H.,Smith-Perez-Mendoza,Software,University of Geneva,40
19416,Sarah G. W.,Smith-Perez-Ruiz,Advertising & Marketing,University of Warsaw,46
19417,Susan,Smith-Perez-Hughes,Financial Services,University of Toronto,38
19418,Kevin I. G.,Smith-Perez-Price,Construction,Ghent University,45
19419,Richard D. A.,Smith-Perez-Rossi,Real Estate,University of Porto,39
19420,Steven I. M.,Smith-Perez-Russo,Business Products & Services,UCL (University College London),25
19421,Olivia I. X.,Smith-Perez-Ferrari,Construction,University of Oslo,36
19422,Nikolai Z. U.,Smith-Perez-Bianchi,Health,University of Michigan,43
19423,Sarah H. B.,Smith-Perez-Romano,Human Resources,Johns Hopkins University,49
19424,Anthony,Smith-Perez-Esposito,Engineering,Georgia Institute of Technology,45
19425,Emma M. W.,Smith-Perez-Greco,Engineering,Université Paris-Saclay,52
19426,Alexander G. T.,Smith-Perez-Conti,Business Products & Services,UCL (University College London),31
19427,Ryan O. B.,Smith-Perez-DeLuca,Construction,University of Barcelona,33
19428,Kevin M. A.,Smith-Perez-Costa,Insurance,University of Toronto,27
19429,Christopher,Smith-Perez-Silva,Financial Services,Carnegie Mellon University,26
19430,Sofia Q. B.,Smith-Perez-Santos,Software,Columbia University,49
19431,Steven F. T.,Smith-Perez-Ferreira,Construction,Autonomous University of Barcelona,33
19432,Zoe Y. T.,Smith-Perez-Pereira,Business Products & Services,University of Chicago,31
19433,Irene A. J.,Smith-Perez-Oliveira,Advertising & Marketing,Imperial College London,29
19434,Jessica,Smith-Perez-Muller,Business Products & Services,Georgia Institute of Technology,40
19435,Thomas,Smith-Perez-Schmidt,Health,University of Bologna,45
19436,Kimberly W. Z.,Smith-Perez-Schneider,Business Products & Services,Aristotle University of Thessaloniki,46
19437,Olivia G. Y.,Smith-Perez-Fischer,Logistics & Transportation,University of British Columbia,48
19438,Edward U. W.,Smith-Perez-Weber,Business Products & Services,University of Geneva,33
19439,Grace F. O.,Smith-Perez-Dubois,IT Management,University of Pennsylvania,25
19440,Lea T. J.,Smith-Perez-Moreau,Advertising & Marketing,Technical University of Munich,38
19441,Maria T. C.,Smith-Perez-Lefevre,Software,Aarhus University,42
19442,Hugo F. F.,Smith-Perez-Laurent,Consumer Products & Services,RWTH Aachen University,54
19443,Steven,Smith-Perez-Leroy,IT Management,Massachusetts Institute of Technology,29
19444,Lea W. X.,Smith-Perez-Bernard,Software,University of Glasgow,24
19445,William F. R.,Smith-Perez-Petit,Software,Charles University,26
19446,Charles K. A.,Smith-Perez-Durand,Real Estate,University of Bristol,38
19447,Donald L. I.,Smith-Perez-Nowak,Manufacturing,University of Bologna,45
19448,Ryan L. U.,Smith-Perez-Kowalski,Business Products & Services,Charles University,49
19449,Thomas,Smith-Perez-Novak,Real Estate,University of Chicago,27
19450,Henry O. V.,Smith-Perez-Horvat,Manufacturing,Sorbonne University,47
19451,John U. M.,Smith-Perez-Popescu,Health,University of Patras,36
19452,Andreas S. N.,Smith-Perez-Ionescu,Business Products & Services,EPFL (École Polytechnique Fédérale de Lausanne),41
19453,Isabella H. P.,Smith-Perez-Papadopoulos,IT Services,"University of California, San Diego",47
19454,Elizabeth F. S.,Smith-Perez-Georgiou,Consumer Products & Services,Cornell University,38
19455,Ethan Z. W.,Smith-Perez-Nikolaou,Real Estate,UCL (University College London),32
19456,Mason G. C.,Smith-Perez-Kostas,Advertising & Marketing,University of Pennsylvania,36
19457,Thomas,Smith-Perez-Andriou,Consumer Products & Services,Heidelberg University,41
19458,Ella E. J.,Smith-Perez-Vasileiou,Logistics & Transportation,UCL (University College London),53
19459,Amelia X. A.,Smith-Thompson-Johnson,IT System Development,University of Pennsylvania,29
19460,Patricia J. X.,Smith-Thompson-Williams,Manufacturing,Johns Hopkins University,53
19461,Ryan A. B.,Smith-Thompson-Brown,Security,McGill University,43
19462,Giulia W. Q.,Smith-Thompson-Jones,Health,Jagiellonian University,28
19463,Andrew P. O.,Smith-Thompson-Garcia,Manufacturing,University of Bologna,45
19464,Amelia F. D.,Smith-Thompson-Miller,Business Products & Services,Autonomous University of Barcelona,27
19465,Katerina E. H.,Smith-Thompson-Davis,Health,University of Pennsylvania,52
19466,Ashley,Smith-Thompson-Rodriguez,Health,University of Warsaw,39
19467,Betty Y. N.,Smith-Thompson-Martinez,Construction,Trinity College Dublin,53
19468,Sofia P. A.,Smith-Thompson-Hernandez,Media,"University of California, Los Angeles",50
19469,Sandra T. B.,Smith-Thompson-Lopez,Energy,University of Manchester,34
19470,Jeffrey G. V.,Smith-Thompson-Gonzalez,Logistics & Transportation,University of Barcelona,41
19471,Donald,Smith-Thompson-Wilson,Advertising & Marketing,ETH Zurich,35
19472,William,Smith-Thompson-Anderson,Government Services,University of Oslo,40
19473,Amelia L. C.,Smith-Thompson-Thomas,Engineering,Johns Hopkins University,25
19474,Mason I. L.,Smith-Thompson-Taylor,Government Services,PSL University,36
19475,Thomas L. B.,Smith-Thompson-Moore,Financial Services,"University of California, Los Angeles",24
19476,Nancy,Smith-Thompson-Jackson,Retail,McGill University,37
19477,Marco Q. C.,Smith-Thompson-Martin,Health,Ghent University,47
19478,Ella D. W.,Smith-Thompson-Lee,Logistics & Transportation,Uppsala University,31
19479,Andrew W. I.,Smith-Thompson-Perez,Financial Services,The University of Texas at Austin,25
19480,Christopher,Smith-Thompson-White,Construction,Johns Hopkins University,37
19481,Kevin E. O.,Smith-Thompson-Harris,Education,University of Zurich,41
19482,Charles U. Y.,Smith-Thompson-Sanchez,Software,Harvard University,35
19483,Mark A. L.,Smith-Thompson-Clark,IT Management,Ghent University,29
19484,Thomas,Smith-Thompson-Ramirez,Energy,Complutense University of Madrid,52
19485,Noemi Z. K.,Smith-Thompson-Lewis,Government Services,University College Dublin,35
19486,Margaret,Smith-Thompson-Robinson,Consumer Products & Services,Georgia Institute of Technology,29
19487,Benjamin H. L.,Smith-Thompson-Walker,Real Estate,Ghent University,39
19488,Sarah,Smith-Thompson-Young,Software,"University of California, Berkeley",35
19489,Mary,Smith-Thompson-Allen,IT Management,Complutense University of Madrid,31
19490,Chloe Y. P.,Smith-Thompson-King,Business Products & Services,Duke University,33
19491,Mia B. S.,Smith-Thompson-Wright,Financial Services,University of Chicago,34
19492,Lea J. V.,Smith-Thompson-Scott,Government Services,Carnegie Mellon University,40
19493,Ryan G. R.,Smith-Thompson-Torres,Software,Aarhus University,31
19494,Michelle,Smith-Thompson-Nguyen,Business Products & Services,Politecnico di Milano,38
19495,Margaret B. X.,Smith-Thompson-Hill,Construction,University of Oxford,39
19496,Margaret K. Z.,Smith-Thompson-Flores,Advertising & Marketing,University of Amsterdam,53
19497,Camila D. C.,Smith-Thompson-Green,Consumer Products & Services,KU Leuven,37
19498,Elena X. M.,Smith-Thompson-Adams,Travel & Hospitality,University of Amsterdam,41
19499,Christopher,Smith-Thompson-Nelson,IT Management,University of British Columbia,36
19500,Olivia P. V.,Smith-Thompson-Baker,Logistics & Transportation,Université Paris-Saclay,30
19501,Donald W. K.,Smith-Thompson-Hall,Financial Services,Politecnico di Milano,35
19502,Donna,Smith-Thompson-Rivera,Consumer Products & Services,The University of Texas at Austin,43
19503,Robert,Smith-Thompson-Campbell,Consumer Products & Services,Cornell University,45
19504,Mateo R. V.,Smith-Thompson-Mitchell,Business Products & Services,Harvard University,46
19505,Emma N. Z.,Smith-Thompson-Carter,Consumer Products & Services,PSL University,47
19506,Susan,Smith-Thompson-Roberts,Advertising & Marketing,KTH Royal Institute of Technology,49
19507,Michelle G. G.,Smith-Thompson-Phillips,IT System Development,École Polytechnique,39
19508,Alexander A. B.,Smith-Thompson-Evans,Financial Services,University of Oxford,35
19509,Lily D. S.,Smith-Thompson-Turner,Real Estate,University of Cambridge,40
19510,Sophia T. Y.,Smith-Thompson-Diaz,Advertising & Marketing,University of Bologna,42
19511,Nora C. H.,Smith-Thompson-Parker,Manufacturing,University of Bristol,35
19512,Michael,Smith-Thompson-Cruz,Food & Beverage,University of Cambridge,50
19513,Marco B. T.,Smith-Thompson-Edwards,Logistics & Transportation,Complutense University of Madrid,45
19514,Richard Z. U.,Smith-Thompson-Collins,Software,University of Glasgow,32
19515,Charles,Smith-Thompson-Reyes,Human Resources,University of British Columbia,31
19516,Mary A. S.,Smith-Thompson-Stewart,Government Services,Massachusetts Institute of Technology,25
19517,Mary P. R.,Smith-Thompson-Morris,Telecommunications,University of Warwick,28
19518,Jennifer,Smith-Thompson-Morales,Telecommunications,University of Lisbon,47
19519,Noah W. M.,Smith-Thompson-Murphy,Business Products & Services,UCL (University College London),29
19520,Isabella J. H.,Smith-Thompson-Cook,Food & Beverage,Sapienza University of Rome,45
19521,John,Smith-Thompson-Rogers,Construction,University of Copenhagen,39
19522,Joshua,Smith-Thompson-Gutierrez,Business Products & Services,California Institute of Technology,47
19523,Theo E. J.,Smith-Thompson-Ortiz,IT System Development,National and Kapodistrian University of Athens,54
19524,Sofia Y. K.,Smith-Thompson-Morgan,Consumer Products & Services,Jagiellonian University,33
19525,Mary,Smith-Thompson-Cooper,Health,University of Geneva,29
19526,Margaret R. F.,Smith-Thompson-Peterson,Security,Complutense University of Madrid,31
19527,Noah B. S.,Smith-Thompson-Bailey,Retail,ETH Zurich,28
19528,Betty N. D.,Smith-Thompson-Reed,Advertising & Marketing,University of Cambridge,32
19529,James,Smith-Thompson-Kelly,Engineering,Stockholm University,31
19530,James U. D.,Smith-Thompson-Howard,Construction,RWTH Aachen University,53
19531,James B. Q.,Smith-Thompson-Ramos,Construction,University of Pennsylvania,30
19532,Linda S. R.,Smith-Thompson-Kim,Environmental Services,Charles University,42
19533,Mark J. K.,Smith-Thompson-Cox,IT Services,Autonomous University of Barcelona,33
19534,Maria D. X.,Smith-Thompson-Ward,IT Management,Massachusetts Institute of Technology,48
19535,Ava Y. C.,Smith-Thompson-Richardson,Software,Charles University,37
19536,Lisa M. Q.,Smith-Thompson-Watson,Software,University of Valencia,33
19537,Karen G. P.,Smith-Thompson-Brooks,Consumer Products & Services,Sapienza University of Rome,49
19538,Joseph,Smith-Thompson-Chavez,Business Products & Services,Charles University,41
19539,Oskar Z. X.,Smith-Thompson-Wood,Consumer Products & Services,Duke University,33
19540,Thomas,Smith-Thompson-James,Consumer Products & Services,Duke University,48
19541,Theo U. K.,Smith-Thompson-Bennett,Real Estate,University of Barcelona,25
19542,Elena I. M.,Smith-Thompson-Gray,Construction,University of Bristol,34
19543,Joseph G. U.,Smith-Thompson-Mendoza,Real Estate,University of Valencia,43
19544,Lily C. M.,Smith-Thompson-Ruiz,Manufacturing,Columbia University,27
19545,Emily W. N.,Smith-Thompson-Hughes,IT System Development,Aristotle University of Thessaloniki,48
19546,Emma O. P.,Smith-Thompson-Price,Software,UCL (University College London),30
19547,Ashley V. J.,Smith-Thompson-Rossi,Software,LMU Munich,27
19548,Alexander U. L.,Smith-Thompson-Russo,Human Resources,University of Porto,31
19549,Jennifer T. P.,Smith-Thompson-Ferrari,Manufacturing,University of Geneva,43
19550,Emily,Smith-Thompson-Bianchi,Business Products & Services,University of Bologna,50
19551,Hannah M. W.,Smith-Thompson-Romano,Business Products & Services,University of Bristol,32
19552,Charles I. Z.,Smith-Thompson-Esposito,IT Management,Heidelberg University,24
19553,Joshua,Smith-Thompson-Greco,Retail,University of Cambridge,54
19554,James U. P.,Smith-Thompson-Conti,Financial Services,University of British Columbia,39
19555,Elizabeth W. M.,Smith-Thompson-DeLuca,Human Resources,PSL University,29
19556,Oskar S. K.,Smith-Thompson-Costa,Human Resources,Ghent University,26
19557,Anthony,Smith-Thompson-Silva,Software,University of Porto,35
19558,Brian L. S.,Smith-Thompson-Santos,Retail,Politecnico di Milano,40
19559,Margaret D. J.,Smith-Thompson-Ferreira,Construction,University of Manchester,46
19560,Hannah P. D.,Smith-Thompson-Pereira,Advertising & Marketing,The University of Texas at Austin,53
19561,Elizabeth,Smith-Thompson-Oliveira,Software,RWTH Aachen University,27
19562,Joshua,Smith-Thompson-Muller,Government Services,Eindhoven University of Technology,46
19563,Anthony K. Y.,Smith-Thompson-Schmidt,Health,Leiden University,30
19564,Joshua W. Y.,Smith-Thompson-Schneider,IT Services,University of Patras,42
19565,Karen Q. Y.,Smith-Thompson-Fischer,Consumer Products & Services,Columbia University,54
19566,Mark,Smith-Thompson-Weber,Consumer Products & Services,Cornell University,45
19567,William Z. W.,Smith-Thompson-Dubois,Manufacturing,Aristotle University of Thessaloniki,30
19568,Lisa A. E.,Smith-Thompson-Moreau,Engineering,Leiden University,44
19569,David,Smith-Thompson-Lefevre,Logistics & Transportation,Trinity College Dublin,27
19570,Alexander D. G.,Smith-Thompson-Laurent,Consumer Products & Services,University of Manchester,40
19571,Donald,Smith-Thompson-Leroy,Logistics & Transportation,Uppsala University,50
19572,Elena B. U.,Smith-Thompson-Bernard,Manufacturing,PSL University,36
19573,Timothy A. J.,Smith-Thompson-Petit,Food & Beverage,Université Paris-Saclay,43
19574,Donna O. I.,Smith-Thompson-Durand,Retail,LMU Munich,33
19575,Richard,Smith-Thompson-Nowak,Consumer Products & Services,University of Barcelona,42
19576,Barbara,Smith-Thompson-Kowalski,Advertising & Marketing,University of Copenhagen,35
19577,Steven G. L.,Smith-Thompson-Novak,Advertising & Marketing,Stanford University,53
19578,Ronald A. P.,Smith-Thompson-Horvat,Financial Services,Technical University of Munich,32
19579,Ashley M. U.,Smith-Thompson-Popescu,Business Products & Services,University of Helsinki,32
19580,Lisa I. Y.,Smith-Thompson-Ionescu,Manufacturing,Yale University,34
19581,Lily Z. M.,Smith-Thompson-Papadopoulos,Retail,University of Michigan,30
19582,Ella D. M.,Smith-Thompson-Georgiou,Advertising & Marketing,Columbia University,25
19583,Mia V. A.,Smith-Thompson-Nikolaou,Human Resources,University of Toronto,35
19584,Lucas S. Y.,Smith-Thompson-Kostas,Health,Leiden University,47
19585,Sofia K. X.,Smith-Thompson-Andriou,Telecommunications,KU Leuven,33
19586,Mark,Smith-Thompson-Vasileiou,Health,University of Barcelona,26
19587,Hannah D. S.,Smith-White-Johnson,Software,KTH Royal Institute of Technology,32
19588,Jason G. B.,Smith-White-Williams,Real Estate,London School of Economics and Political Science,46
19589,Marco T. S.,Smith-White-Brown,Software,University of Amsterdam,31
19590,Anthony,Smith-White-Jones,Human Resources,London School of Economics and Political Science,35
19591,Donna S. G.,Smith-White-Garcia,Advertising & Marketing,Columbia University,46
19592,Joseph,Smith-White-Miller,Security,Jagiellonian University,29
19593,Maria X. Q.,Smith-White-Davis,Software,Yale University,40
19594,Benjamin N. T.,Smith-White-Rodriguez,Consumer Products & Services,Trinity College Dublin,49
19595,Mary,Smith-White-Martinez,IT System Development,University of Oxford,49
19596,Mary,Smith-White-Hernandez,Financial Services,University of Lisbon,28
19597,Nancy,Smith-White-Lopez,Advertising & Marketing,Carnegie Mellon University,41
19598,Daniel,Smith-White-Gonzalez,Health,Jagiellonian University,33
19599,Ethan M. J.,Smith-White-Wilson,Financial Services,Carnegie Mellon University,52
19600,Kimberly K. H.,Smith-White-Anderson,Business Products & Services,University of Geneva,34
19601,William,Smith-White-Thomas,Construction,Imperial College London,36
19602,Mary P. F.,Smith-White-Taylor,Financial Services,University of Geneva,49
19603,Barbara I. O.,Smith-White-Moore,Software,RWTH Aachen University,47
19604,Ashley,Smith-White-Jackson,Real Estate,London School of Economics and Political Science,42
19605,Lisa,Smith-White-Martin,Manufacturing,University of Porto,51
19606,Jason J. S.,Smith-White-Lee,Financial Services,Massachusetts Institute of Technology,36
19607,Mary X. S.,Smith-White-Perez,Software,University of Valencia,47
19608,Mia C. I.,Smith-White-Thompson,IT Management,"University of California, Berkeley",40
19609,Richard,Smith-White-Harris,Construction,Stanford University,27
19610,Thomas,Smith-White-Sanchez,Consumer Products & Services,University of Lisbon,36
19611,Mark M. S.,Smith-White-Clark,Engineering,Heidelberg University,30
19612,Olivia Z. F.,Smith-White-Ramirez,Software,University of Copenhagen,51
19613,Kimberly N. G.,Smith-White-Lewis,Advertising & Marketing,University of Zurich,51
19614,Emily T. Y.,Smith-White-Robinson,Financial Services,Uppsala University,52
19615,Andrew,Smith-White-Walker,Software,Sapienza University of Rome,54
19616,Oliver Z. H.,Smith-White-Young,Real Estate,Northwestern University,54
19617,Oskar X. G.,Smith-White-Allen,Manufacturing,University of Manchester,25
19618,Jennifer V. J.,Smith-White-King,Human Resources,Charles University,27
19619,Lisa P. D.,Smith-White-Wright,Advertising & Marketing,Sorbonne University,26
19620,Thomas G. C.,Smith-White-Scott,Software,University of Glasgow,40
19621,Jeffrey P. P.,Smith-White-Torres,Retail,University of Chicago,33
19622,Joseph,Smith-White-Nguyen,Construction,University of Bologna,43
19623,Nancy,Smith-White-Hill,Business Products & Services,University of Oxford,40
19624,Joseph K. A.,Smith-White-Flores,Software,Aristotle University of Thessaloniki,44
19625,Sandra G. V.,Smith-White-Green,Health,University of Copenhagen,39
19626,Alexander M. L.,Smith-White-Adams,Business Products & Services,University of Cambridge,51
19627,Ryan X. F.,Smith-White-Nelson,Health,Politecnico di Milano,39
19628,Michael,Smith-White-Baker,Manufacturing,University of Manchester,47
19629,Patricia,Smith-White-Hall,Advertising & Marketing,Autonomous University of Barcelona,46
19630,Anthony,Smith-White-Rivera,Government Services,University of Valencia,42
19631,Susan K. S.,Smith-White-Campbell,Health,Delft University of Technology,47
19632,Chloe U. X.,Smith-White-Mitchell,Retail,ETH Zurich,47
19633,Charles,Smith-White-Carter,Business Products & Services,KU Leuven,28
19634,Robert Z. N.,Smith-White-Roberts,Health,"University of California, Berkeley",37
19635,Linda,Smith-White-Phillips,Software,Sorbonne University,30
19636,Kimberly Q. P.,Smith-White-Evans,IT System Development,KU Leuven,30
19637,Aria B. K.,Smith-White-Turner,Logistics & Transportation,National and Kapodistrian University of Athens,37
19638,Robert S. W.,Smith-White-Diaz,Government Services,École Polytechnique,47
19639,Lisa R. T.,Smith-White-Parker,Government Services,University of Bologna,40
19640,Barbara S. W.,Smith-White-Cruz,Food & Beverage,Aarhus University,28
19641,Mary,Smith-White-Edwards,Software,Duke University,46
19642,Jennifer A. J.,Smith-White-Collins,Software,University of Helsinki,44
19643,Jessica,Smith-White-Reyes,Consumer Products & Services,University of Cambridge,44
19644,Liam N. R.,Smith-White-Stewart,Health,École Polytechnique,29
19645,Jennifer M. E.,Smith-White-Morris,Environmental Services,Charles University,51
19646,Eleni C. V.,Smith-White-Morales,Travel & Hospitality,RWTH Aachen University,29
19647,Nancy L. O.,Smith-White-Murphy,Advertising & Marketing,Leiden University,40
19648,Liam L. Z.,Smith-White-Cook,Business Products & Services,McGill University,27
19649,Sandra,Smith-White-Rogers,Consumer Products & Services,University of Vienna,34
19650,Nancy R. K.,Smith-White-Gutierrez,Financial Services,Cornell University,33
19651,Jason Z. K.,Smith-White-Ortiz,Security,Princeton University,53
19652,Victoria S. G.,Smith-White-Morgan,Health,Sapienza University of Rome,38
19653,Karen H. L.,Smith-White-Cooper,Travel & Hospitality,University of Oxford,34
19654,Robert,Smith-White-Peterson,Advertising & Marketing,"University of California, Berkeley",43
19655,Nancy R. Z.,Smith-White-Bailey,Software,University of Patras,38
19656,Mary O. I.,Smith-White-Reed,Advertising & Marketing,UCL (University College London),45
19657,Elijah Y. D.,Smith-White-Kelly,Logistics & Transportation,Delft University of Technology,34
19658,Mark,Smith-White-Howard,Education,University of Cambridge,34
19659,Betty,Smith-White-Ramos,Consumer Products & Services,Carnegie Mellon University,45
19660,Nancy,Smith-White-Kim,Human Resources,Johns Hopkins University,27
19661,Kimberly D. Q.,Smith-White-Cox,Software,University of Oslo,49
19662,Susan S. M.,Smith-White-Ward,Health,University of Valencia,26
19663,Linda,Smith-White-Richardson,Consumer Products & Services,University College Dublin,39
19664,Betty R. W.,Smith-White-Watson,Consumer Products & Services,University College Dublin,39
19665,Karen,Smith-White-Brooks,Construction,University of Oslo,32
19666,Elizabeth,Smith-White-Chavez,Retail,University of British Columbia,44
19667,James,Smith-White-Wood,Business Products & Services,Stockholm University,45
19668,Kimberly U. I.,Smith-White-James,Media,KTH Royal Institute of Technology,42
19669,Nancy M. M.,Smith-White-Bennett,Government Services,Eindhoven University of Technology,29
19670,Joseph A. L.,Smith-White-Gray,Retail,University of Chicago,45
19671,Daniel P. Y.,Smith-White-Mendoza,Advertising & Marketing,Ghent University,36
19672,David,Smith-White-Ruiz,Advertising & Marketing,University of Michigan,33
19673,Brian F. F.,Smith-White-Hughes,Retail,"University of California, Los Angeles",30
19674,Sandra,Smith-White-Price,Retail,Heidelberg University,44
19675,Isabella C. W.,Smith-White-Rossi,Real Estate,Carnegie Mellon University,37
19676,Karen,Smith-White-Russo,Financial Services,"University of California, San Diego",42
19677,Mary,Smith-White-Ferrari,Health,Uppsala University,27
19678,Charles,Smith-White-Bianchi,Manufacturing,Technical University of Munich,39
19679,Christopher,Smith-White-Romano,Financial Services,Charles University,48
19680,Ashley N. A.,Smith-White-Esposito,Consumer Products & Services,University of Edinburgh,33
19681,Ryan U. J.,Smith-White-Greco,Software,University of Oxford,41
19682,Sophia K. O.,Smith-White-Conti,Advertising & Marketing,LMU Munich,49
19683,Jessica,Smith-White-DeLuca,Advertising & Marketing,University of Helsinki,38
19684,Kimberly,Smith-White-Costa,Government Services,McGill University,50
19685,Richard,Smith-White-Silva,Manufacturing,KTH Royal Institute of Technology,35
19686,Lucas L. R.,Smith-White-Santos,IT Management,National and Kapodistrian University of Athens,40
19687,Jennifer,Smith-White-Ferreira,Government Services,UCL (University College London),52
19688,Christopher,Smith-White-Pereira,Software,Humboldt University of Berlin,54
19689,Robert C. B.,Smith-White-Oliveira,IT Management,Uppsala University,30
19690,Jessica,Smith-White-Muller,Business Products & Services,"University of California, Berkeley",41
19691,William,Smith-White-Schmidt,Consumer Products & Services,Johns Hopkins University,49
19692,Lea P. C.,Smith-White-Schneider,Environmental Services,McGill University,36
19693,James,Smith-White-Fischer,Business Products & Services,École Polytechnique,42
19694,Donald,Smith-White-Weber,Advertising & Marketing,Eindhoven University of Technology,29
19695,Elizabeth A. Q.,Smith-White-Dubois,Health,University of Glasgow,41
19696,Katerina N. T.,Smith-White-Moreau,Software,Duke University,33
19697,Anna B. A.,Smith-White-Lefevre,Business Products & Services,Sorbonne University,25
19698,Ashley,Smith-White-Laurent,Consumer Products & Services,University of Porto,24
19699,Katerina X. F.,Smith-White-Leroy,Human Resources,Jagiellonian University,43
19700,Edward Y. X.,Smith-White-Bernard,Government Services,Harvard University,33
19701,Barbara,Smith-White-Petit,Advertising & Marketing,Jagiellonian University,35
19702,Elizabeth,Smith-White-Durand,Advertising & Marketing,University of Manchester,40
19703,Olivia U. Z.,Smith-White-Nowak,Logistics & Transportation,University of Edinburgh,38
19704,Nora J. G.,Smith-White-Kowalski,Financial Services,"University of California, San Diego",36
19705,Michelle,Smith-White-Novak,Financial Services,Columbia University,45
19706,Andreas D. K.,Smith-White-Horvat,Government Services,University of Warwick,30
19707,Joshua X. N.,Smith-White-Popescu,Business Products & Services,"University of California, San Diego",54
19708,Paul,Smith-White-Ionescu,Health,LMU Munich,30
19709,Lisa,Smith-White-Papadopoulos,Real Estate,LMU Munich,38
19710,Christopher A. L.,Smith-White-Georgiou,Business Products & Services,University of Amsterdam,53
19711,Elizabeth,Smith-White-Nikolaou,Software,University of Patras,36
19712,Zoe Y. Z.,Smith-White-Kostas,IT Management,University of Pennsylvania,51
19713,Henry S. I.,Smith-White-Andriou,Government Services,University of Bristol,48
19714,Richard,Smith-White-Vasileiou,Environmental Services,University College Dublin,25
19715,John U. A.,Smith-Harris-Johnson,IT Management,Sapienza University of Rome,52
19716,William,Smith-Harris-Williams,Manufacturing,Columbia University,46
19717,Charles,Smith-Harris-Brown,Advertising & Marketing,ETH Zurich,46
19718,Nancy Y. E.,Smith-Harris-Jones,Construction,University of Zurich,45
19719,Hugo O. Q.,Smith-Harris-Garcia,Business Products & Services,Aristotle University of Thessaloniki,39
19720,Sandra,Smith-Harris-Miller,Business Products & Services,Jagiellonian University,37
19721,George Y. C.,Smith-Harris-Davis,Advertising & Marketing,Aristotle University of Thessaloniki,34
19722,Christopher,Smith-Harris-Rodriguez,Advertising & Marketing,University of Oslo,26
19723,Andrew E. V.,Smith-Harris-Martinez,Advertising & Marketing,KTH Royal Institute of Technology,53
19724,Margaret,Smith-Harris-Hernandez,IT Management,University of Edinburgh,50
19725,Andreas O. D.,Smith-Harris-Lopez,Advertising & Marketing,Charles University,54
19726,Elena E. J.,Smith-Harris-Gonzalez,IT Management,London School of Economics and Political Science,53
19727,Emily V. I.,Smith-Harris-Wilson,Health,Politecnico di Milano,37
19728,Elena S. W.,Smith-Harris-Anderson,Manufacturing,California Institute of Technology,34
19729,Camila Y. E.,Smith-Harris-Thomas,Advertising & Marketing,Northwestern University,47
19730,Karen B. G.,Smith-Harris-Taylor,Advertising & Marketing,Technical University of Munich,29
19731,Christopher,Smith-Harris-Moore,Education,University of Porto,53
19732,Jacob G. R.,Smith-Harris-Jackson,Business Products & Services,The University of Texas at Austin,27
